Customer_id,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
L494196,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No
S632772,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes
J507623,DSL,Yes,No,No,No,No,No,Yes,No
L786251,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,No
A505732,None,Yes,No,No,Yes,Yes,No,Yes,No
X605976,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes
Y34712,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes
H445914,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes
R518161,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No
R286623,DSL,Yes,Yes,Yes,No,No,No,Yes,No
G563523,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No
H756625,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes
S517133,DSL,Yes,No,Yes,Yes,Yes,No,Yes,No
B918135,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No
O70821,DSL,Yes,No,No,Yes,No,Yes,No,Yes
U713265,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No
Z501409,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes
Y953374,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes
L248822,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes
F366337,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No
D590579,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes
R472225,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No
Q112325,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No
Z285585,None,Yes,Yes,No,No,Yes,No,Yes,No
Y71861,DSL,Yes,Yes,No,No,No,Yes,No,Yes
O950616,DSL,No,Yes,No,Yes,Yes,Yes,No,No
Q261805,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No
X940165,None,Yes,Yes,No,Yes,Yes,No,No,No
V972302,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No
R720761,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes
V220879,DSL,Yes,No,No,No,No,No,Yes,No
U686255,DSL,No,No,No,No,Yes,No,No,Yes
F593304,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes
I945563,Fiber Optic,No,No,No,No,Yes,No,No,Yes
R257036,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes
Y473038,DSL,Yes,No,No,Yes,No,No,No,Yes
J166590,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No
E404795,DSL,No,Yes,No,Yes,No,No,Yes,No
L458235,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes
J23694,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No
Y295415,None,Yes,Yes,Yes,Yes,No,No,No,Yes
L466451,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes
T177589,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No
M630121,None,Yes,Yes,No,Yes,No,Yes,No,Yes
W588734,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes
V455035,None,Yes,No,No,No,Yes,No,Yes,No
Y353460,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No
O144814,None,Yes,Yes,Yes,No,No,No,Yes,Yes
P804421,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No
T886343,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No
U905397,None,No,No,Yes,No,Yes,No,Yes,No
A590798,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
S839869,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes
J126105,None,Yes,Yes,No,Yes,Yes,No,No,Yes
A857076,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No
U978149,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes
Y13248,DSL,Yes,Yes,Yes,No,No,Yes,No,Yes
E704237,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes
T77622,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No
S11116,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No
T797871,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes
S557168,DSL,Yes,Yes,Yes,No,No,No,No,No
M177063,None,Yes,No,Yes,No,No,Yes,Yes,No
G30274,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes
N532538,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No
Y446917,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes
D642766,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes
H313345,DSL,Yes,No,No,No,No,Yes,No,Yes
K414359,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No
P362867,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No
G516698,DSL,No,No,Yes,No,Yes,No,Yes,Yes
P128869,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No
M964781,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes
G355202,None,Yes,Yes,No,Yes,No,No,No,No
I915810,DSL,Yes,No,No,Yes,No,No,Yes,No
K505061,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No
F280351,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes
C893064,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No
O61652,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No
Y330377,DSL,No,No,Yes,No,No,No,Yes,No
Q418090,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No
S228451,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No
W174988,None,No,No,No,No,No,No,Yes,No
O160849,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No
P574000,None,Yes,No,No,Yes,Yes,No,Yes,Yes
S05848,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes
V511273,None,Yes,No,No,No,No,Yes,No,No
B899093,Fiber Optic,Yes,No,Yes,No,No,No,No,No
X310755,None,Yes,Yes,Yes,No,No,Yes,No,Yes
C311055,DSL,Yes,Yes,Yes,Yes,No,No,No,No
K501124,None,Yes,Yes,No,Yes,No,No,No,Yes
Z960003,None,No,No,Yes,No,No,Yes,No,Yes
L412640,None,No,Yes,No,Yes,Yes,No,Yes,Yes
P692149,None,Yes,No,No,Yes,No,Yes,No,Yes
L245537,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes
V323321,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes
I530820,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No
K234062,None,Yes,No,Yes,No,Yes,Yes,No,No
V283441,DSL,Yes,Yes,Yes,No,No,No,No,Yes
D664916,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes
G742125,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No
G311984,Fiber Optic,Yes,No,No,No,No,Yes,No,No
T110507,None,Yes,Yes,No,No,Yes,No,No,No
V645052,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes
I756693,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes
X701131,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes
D494080,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes
L478332,None,Yes,No,Yes,Yes,Yes,Yes,No,No
C230990,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No
Y689543,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes
T538580,None,Yes,No,Yes,Yes,Yes,No,Yes,Yes
B381427,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No
L887292,DSL,Yes,No,Yes,No,Yes,No,No,Yes
P704448,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes
F963617,None,Yes,Yes,No,No,No,Yes,No,No
E927955,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes
H418550,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
G956439,DSL,Yes,Yes,No,No,No,Yes,Yes,No
C914865,None,Yes,No,Yes,Yes,Yes,No,No,Yes
B04330,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No
J692528,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes
B392635,None,Yes,Yes,No,No,No,Yes,No,Yes
E518596,DSL,Yes,No,No,Yes,No,No,No,No
Q216774,DSL,Yes,No,No,No,Yes,No,No,No
J876458,DSL,Yes,No,No,No,No,No,No,No
S939395,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes
E552099,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
I900518,DSL,Yes,Yes,No,No,Yes,No,No,Yes
Q127546,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes
W197728,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes
S341578,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No
Q359434,DSL,Yes,No,Yes,No,No,No,Yes,Yes
W141887,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
E898891,None,Yes,Yes,No,Yes,No,No,Yes,Yes
B368622,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes
F159274,DSL,Yes,No,Yes,Yes,No,No,No,Yes
Z329125,None,Yes,No,No,No,No,Yes,Yes,No
C170328,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No
K373462,DSL,Yes,Yes,No,No,No,No,Yes,Yes
C106934,None,Yes,No,No,Yes,Yes,No,No,Yes
L241388,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes
K182811,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes
B19384,DSL,Yes,No,No,Yes,No,No,No,Yes
H906651,DSL,Yes,No,No,No,Yes,No,No,No
C81935,DSL,Yes,No,No,Yes,No,No,No,No
J869887,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Y334471,Fiber Optic,Yes,Yes,No,No,No,No,No,No
X680606,None,Yes,Yes,No,Yes,No,No,Yes,Yes
Q768165,None,Yes,No,Yes,Yes,No,No,No,No
U597597,None,Yes,Yes,Yes,No,Yes,Yes,Yes,No
Z760646,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes
K509301,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes
W709340,None,Yes,No,Yes,No,Yes,No,No,Yes
Y494217,DSL,Yes,No,No,No,No,Yes,No,No
Y772037,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes
F443092,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No
K609024,DSL,Yes,No,Yes,No,Yes,No,No,Yes
V917439,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No
D756421,DSL,Yes,Yes,No,Yes,No,Yes,No,No
H956759,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No
K326113,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes
S707194,DSL,Yes,No,No,No,No,Yes,Yes,Yes
X950770,None,Yes,Yes,No,No,No,Yes,Yes,Yes
L532661,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No
X333928,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,Yes
D266802,Fiber Optic,Yes,No,No,Yes,No,No,No,No
A78645,None,No,Yes,No,Yes,No,No,Yes,Yes
K218242,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No
Z06056,None,Yes,No,No,Yes,Yes,No,Yes,Yes
W468183,DSL,No,No,No,Yes,No,No,Yes,No
Q542788,DSL,Yes,Yes,No,No,No,No,No,Yes
B36217,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No
Y531419,DSL,Yes,No,No,Yes,No,No,No,No
T979569,None,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Y372920,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No
X965054,None,Yes,No,No,Yes,No,Yes,No,No
W348398,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,Yes
Q880639,Fiber Optic,Yes,No,No,No,No,No,No,No
L331646,DSL,Yes,No,No,No,Yes,No,No,No
H793835,None,Yes,Yes,Yes,Yes,Yes,No,No,No
Z89862,None,Yes,No,Yes,No,No,No,No,Yes
J527231,None,Yes,Yes,Yes,Yes,No,No,Yes,Yes
X14649,None,Yes,Yes,Yes,Yes,Yes,No,Yes,No
Z517265,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes
J284026,DSL,Yes,No,No,No,No,Yes,Yes,Yes
T677196,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No
C309857,DSL,Yes,Yes,No,Yes,Yes,No,No,No
C613656,None,Yes,No,No,No,No,Yes,No,Yes
Z449350,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes
U52206,None,Yes,Yes,No,No,No,Yes,No,Yes
V148792,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes
I799863,DSL,No,No,Yes,No,No,Yes,No,No
H433038,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No
Q17301,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes
H558630,DSL,Yes,Yes,No,Yes,No,No,No,No
Q378814,Fiber Optic,Yes,No,No,No,No,No,No,Yes
N784268,Fiber Optic,Yes,No,No,No,Yes,No,No,No
C78791,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes
U976048,None,Yes,Yes,No,Yes,No,No,Yes,Yes
V739331,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes
Z940031,DSL,No,Yes,No,No,No,No,No,Yes
E66024,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No
J246457,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes
V579413,DSL,Yes,No,Yes,Yes,No,Yes,No,No
X984998,DSL,Yes,No,No,No,Yes,No,Yes,No
H529435,DSL,Yes,No,No,No,No,Yes,No,No
P268506,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No
Z669783,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes
I116479,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes
P314871,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No
R808701,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No
V191422,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No
G214956,DSL,Yes,Yes,No,No,Yes,No,No,No
T419838,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes
B479208,DSL,Yes,Yes,No,Yes,No,Yes,No,Yes
I555658,None,Yes,No,No,No,No,No,No,Yes
O532727,Fiber Optic,Yes,No,No,No,No,No,Yes,No
Y643448,None,Yes,Yes,No,No,No,No,No,Yes
O967292,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes
T449876,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,No
X914915,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes
Q423150,DSL,Yes,No,No,Yes,No,No,Yes,No
J779391,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No
D991712,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No
G29944,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No
E645811,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No
N506511,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes
X451865,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No
O848423,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes
U756587,DSL,Yes,Yes,No,No,No,No,No,No
B745310,DSL,Yes,No,No,No,No,No,Yes,Yes
Z245057,DSL,Yes,No,No,Yes,Yes,No,No,No
D941538,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes
U53701,None,Yes,Yes,Yes,No,No,Yes,No,Yes
Y963009,None,No,No,Yes,No,No,No,Yes,Yes
T983512,DSL,Yes,No,No,No,No,No,Yes,No
F923846,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes
I664915,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No
Y30837,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes
A861700,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No
T761698,DSL,Yes,No,Yes,No,No,No,No,Yes
T805739,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes
N365113,DSL,Yes,No,No,Yes,No,No,No,Yes
P361999,Fiber Optic,Yes,No,No,No,No,No,Yes,No
C242523,Fiber Optic,No,No,No,Yes,No,Yes,No,No
O92507,None,Yes,No,Yes,Yes,No,No,No,Yes
O656797,None,Yes,Yes,No,Yes,No,No,Yes,No
Q263465,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No
H183654,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes
E237381,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
W635086,None,Yes,Yes,No,No,No,No,No,No
B947503,None,Yes,No,No,Yes,Yes,No,No,No
S853365,None,Yes,No,Yes,No,Yes,No,Yes,Yes
T137451,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No
A406844,DSL,Yes,No,No,No,Yes,No,No,No
C941074,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes
I87058,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes
Z634510,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes
F584338,None,Yes,Yes,No,No,Yes,No,Yes,Yes
R202583,Fiber Optic,Yes,No,No,No,No,Yes,No,No
Y670375,Fiber Optic,Yes,No,Yes,No,No,No,No,No
Z28739,None,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
A95964,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
E705447,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes
P288650,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes
R216803,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No
X767288,DSL,Yes,No,Yes,No,No,No,No,No
F952209,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes
J349776,DSL,Yes,Yes,No,No,No,Yes,No,Yes
U463810,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes
U30387,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes
J721949,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No
U911080,DSL,Yes,Yes,No,Yes,No,No,No,Yes
M950404,DSL,Yes,Yes,No,No,Yes,No,Yes,No
L836382,None,Yes,No,No,Yes,No,No,No,No
H544748,DSL,Yes,No,Yes,Yes,No,No,Yes,No
A08755,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No
W471235,None,No,No,No,No,Yes,No,No,No
D238077,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes
C63133,Fiber Optic,No,No,No,No,Yes,No,No,No
Q577098,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
G26954,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes
Y391678,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes
Q251689,DSL,Yes,Yes,No,No,No,Yes,Yes,No
T182614,DSL,Yes,Yes,No,No,Yes,No,Yes,No
J483362,Fiber Optic,Yes,No,No,No,No,No,Yes,No
W585637,DSL,No,No,No,Yes,Yes,No,Yes,No
H659207,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No
T928478,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes
Q613302,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes
K207876,None,Yes,No,No,No,Yes,No,No,No
T289666,None,Yes,Yes,Yes,No,No,No,No,Yes
N337798,None,Yes,Yes,No,No,Yes,No,No,No
M464771,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No
B133896,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes
W874851,None,Yes,Yes,No,Yes,No,No,No,No
A985460,DSL,Yes,No,No,No,No,No,Yes,No
N192563,DSL,Yes,Yes,Yes,No,No,No,Yes,No
R532468,DSL,No,Yes,No,Yes,Yes,No,Yes,Yes
D798563,Fiber Optic,No,No,No,Yes,No,No,Yes,No
U449108,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No
E817847,None,Yes,No,No,Yes,Yes,Yes,Yes,Yes
R612188,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes
E638386,DSL,Yes,No,Yes,No,No,No,No,No
M183913,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
V251110,DSL,No,No,No,No,Yes,No,No,No
U229229,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,Yes
W811626,None,Yes,No,Yes,Yes,No,No,No,No
J927885,DSL,Yes,Yes,No,Yes,No,Yes,No,No
W748883,DSL,No,Yes,Yes,No,No,Yes,No,Yes
S520230,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No
X628021,Fiber Optic,Yes,Yes,No,No,No,No,No,No
T982698,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No
D317154,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No
K106867,DSL,Yes,Yes,No,Yes,No,No,No,Yes
C710932,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No
E855093,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No
E957070,DSL,Yes,Yes,No,No,Yes,No,Yes,No
K292470,None,Yes,No,Yes,Yes,Yes,No,Yes,Yes
R94532,None,Yes,No,No,No,Yes,Yes,Yes,Yes
D886497,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes
A314084,DSL,Yes,No,No,No,No,Yes,Yes,No
Y825102,None,Yes,Yes,No,No,No,No,Yes,Yes
W49921,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes
Z506472,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No
P576658,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes
P711162,DSL,No,No,No,Yes,Yes,No,No,No
M22624,None,Yes,No,Yes,Yes,Yes,No,No,No
A669802,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes
K837405,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes
F528242,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes
P573247,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes
W693810,DSL,Yes,Yes,No,Yes,No,No,No,Yes
W837343,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No
R611870,None,Yes,No,Yes,Yes,Yes,No,No,No
P91417,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes
Q526622,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes
S424236,Fiber Optic,Yes,No,No,No,No,No,No,No
A771900,Fiber Optic,No,No,No,Yes,No,Yes,No,Yes
T868642,None,Yes,No,No,No,No,Yes,No,No
D565518,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes
J65553,None,No,No,No,No,Yes,No,No,No
E433157,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes
F950195,DSL,Yes,No,No,Yes,No,No,No,Yes
N790632,None,Yes,Yes,No,Yes,Yes,Yes,No,Yes
D651499,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes
N72593,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes
J549935,DSL,No,No,No,Yes,No,Yes,Yes,Yes
O949277,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
X834600,DSL,Yes,Yes,No,Yes,No,No,No,No
R238153,Fiber Optic,No,Yes,Yes,No,No,No,Yes,No
Z990229,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No
T34700,None,Yes,No,No,No,No,No,No,Yes
G265983,None,Yes,Yes,No,Yes,Yes,Yes,No,No
B511896,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No
O256047,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes
C280648,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes
Q272209,None,No,No,No,No,Yes,Yes,Yes,No
Y749452,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No
T503074,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No
M506093,DSL,Yes,No,No,Yes,No,Yes,No,No
I89849,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No
P619058,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No
P689291,None,No,Yes,No,Yes,No,No,Yes,No
Z608194,DSL,Yes,No,No,No,Yes,No,Yes,No
Q378447,None,Yes,Yes,Yes,Yes,No,No,Yes,Yes
R832481,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes
K406780,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes
U775543,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
H888082,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes
Y148523,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes
J707701,Fiber Optic,Yes,No,No,No,No,No,No,No
Z978862,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes
T938763,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes
T499909,None,Yes,No,No,Yes,No,No,Yes,No
V840546,DSL,Yes,Yes,No,Yes,No,No,No,Yes
R42852,None,Yes,Yes,Yes,Yes,Yes,No,No,No
T778104,DSL,Yes,No,No,No,No,No,No,No
B541034,DSL,Yes,No,No,No,Yes,No,Yes,No
H93869,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No
A439589,DSL,Yes,Yes,No,No,No,No,Yes,No
A509485,DSL,Yes,No,Yes,No,No,No,Yes,Yes
N778124,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
X863186,DSL,Yes,No,No,No,Yes,No,No,Yes
Z83977,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes
G898919,DSL,No,No,No,Yes,No,No,No,Yes
U07639,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No
X674028,Fiber Optic,Yes,No,No,No,No,Yes,No,No
A912311,Fiber Optic,Yes,No,No,No,No,No,No,Yes
L554717,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes
S61695,DSL,No,Yes,No,No,No,Yes,No,Yes
K65163,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No
B817366,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes
J620144,DSL,Yes,No,No,Yes,No,No,Yes,Yes
Q617390,None,Yes,No,No,No,Yes,No,Yes,Yes
O269834,None,Yes,No,No,No,No,No,Yes,No
V743976,DSL,Yes,No,No,No,Yes,No,Yes,No
Q686616,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes
Q985154,None,Yes,No,No,Yes,Yes,Yes,No,No
Z972499,Fiber Optic,No,Yes,No,No,No,No,No,Yes
S420653,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes
G178589,None,Yes,Yes,No,Yes,No,Yes,No,No
D280771,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No
L842847,DSL,Yes,Yes,No,No,No,No,No,No
I768412,DSL,Yes,Yes,No,No,No,Yes,Yes,No
I737855,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No
M601856,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes
Q335167,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
T81723,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No
U544678,None,Yes,No,No,Yes,No,No,No,Yes
A541966,None,Yes,Yes,Yes,Yes,No,Yes,No,Yes
K314149,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes
I553103,DSL,Yes,Yes,Yes,No,No,No,No,Yes
K304782,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes
P486704,DSL,Yes,No,No,No,No,No,No,No
X37721,DSL,Yes,No,No,Yes,No,No,Yes,Yes
