CustomerID,City,State,Zip_Code,Age,Gender,Senior_Citizen,Marital,Dependents,Tenure_Months,Phone,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Churn
0997-YTLNY,Rock View,WV,24880,19,Female,No,No,Yes,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,48.8,No
9479-HYNYL,Paynesville,WV,24873,19,Female,No,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.7,No
9708-KFDBY,Gandeeville,WV,25243,33,Male,No,No,No,1,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.55,No
3642-GKTCT,Salem,WV,26426,52,Female,No,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,115.1,No
0774-RMNUW,Princeton,WV,24740,43,Female,No,Yes,Yes,71,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.7,No
1334-PDUKM,Bunker Hill,WV,25413,45,Female,No,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),86.45,No
0756-MPZRL,Peach Creek,WV,25639,25,Male,No,No,No,46,No,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),33.7,No
2242-MFOTG,Matewan,WV,25678,32,Male,No,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),80.1,No
2927-CVULT,Folsom,WV,26348,27,Female,No,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),104.05,No
2144-BFDSO,Arthurdale,WV,26520,33,Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.75,No
8745-PVESG,Old Fields,WV,26845,53,Female,No,No,No,57,No,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),41.1,No
7647-GYYKX,Martinsburg,WV,25405,63,Female,No,Yes,Yes,54,Yes,No,None,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.35,No
5647-FXOTP,Macfarlan,WV,26148,43,Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,No
9700-ISPUP,Frametown,WV,26623,43,Female,No,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,No
9839-ETQOE,Mallory,WV,25634,31,Male,No,No,Yes,43,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.45,No
6078-VESFR,Ireland,WV,26376,58,Male,Yes,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.45,No
9027-TMATR,Allen Junction,WV,25810,30,Female,No,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,78.8,No
1941-HOSAM,Gassaway,WV,26624,45,Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.1,No
9110-HSGTV,Camden,WV,26338,46,Female,No,No,No,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,No
0704-VCUMB,New Cumberland,WV,26047,52,Female,No,Yes,No,61,Yes,No,None,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.25,No
6171-ZTVYB,Hometown,WV,25109,37,Male,No,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.25,No
1935-IMVBB,Moatsville,WV,26405,45,Male,No,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.7,No
2535-PBCGC,Coalton,WV,26257,63,Female,No,Yes,No,70,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.55,No
1470-PSXNM,Proctor,WV,26055,47,Male,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,No
2498-XLDZR,Mount Storm,WV,26739,44,Female,No,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,73.6,No
9866-OCCKE,Peach Creek,WV,25639,32,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,109.75,No
5338-YHWYT,Hillsboro,WV,24946,55,Male,No,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),61.45,No
7718-UPSKJ,Salem,WV,26426,25,Female,No,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.4,No
8731-WBBMB,Exchange,WV,26619,33,Female,No,Yes,No,26,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.9,No
1448-CYWKC,Ellamore,WV,26267,38,Female,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.2,No
7901-IIDQV,Cyclone,WV,24827,52,Male,No,No,No,24,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.6,No
2690-DVRVK,Fence Lake,NM,87315,24,Male,No,Yes,Yes,5,Yes,No,None,No,No,No,No,No,No,One year,No,Electronic check,20.55,No
1270-XKUCC,Estancia,NM,87016,42,Female,No,Yes,Yes,30,Yes,No,None,No,No,No,No,No,No,Two year,No,Mailed check,19.7,No
0334-ZFJSR,Santa Rosa,NM,88435,61,Female,No,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.05,No
5583-EJXRD,Alto,NM,88312,38,Male,No,Yes,Yes,44,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),54.05,No
4565-EVZMJ,Jal,NM,88252,30,Female,No,No,No,47,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,58.9,No
3327-YBAKM,Lovington,NM,88260,49,Female,No,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,96.9,No
9441-QHEVC,El Prado,NM,87529,25,Male,No,No,No,1,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.1,No
6705-LNMDD,Chaparral,NM,88081,35,Male,No,No,No,20,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50,No
2580-ASVVY,Newcomb,NM,87455,43,Female,No,Yes,No,37,No,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,45.4,No
3370-GQEAL,Willard,NM,87063,49,Male,No,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.45,No
5032-USPKF,Navajo Dam,NM,87419,30,Female,No,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),84.1,No
4254-QPEDE,Nageezi,NM,87037,49,Female,No,Yes,No,52,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),66.25,No
6283-GITPX,Reserve,NM,87830,47,Male,No,No,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.9,No
0771-CHWSK,Las Cruces,NM,88011,48,Male,No,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),74.6,No
9788-HNGUT,Magdalena,NM,87825,28,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.95,No
9495-REDIY,Mayhill,NM,88339,62,Male,No,No,Yes,25,No,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),40.65,No
5375-XLDOF,Moriarty,NM,87035,29,Male,No,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.35,No
1172-VIYBP,Glenwood,NM,88039,20,Male,No,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),69.7,No
6559-PDZLR,Ranchos De Taos,NM,87557,30,Male,No,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.65,No
8992-OBVDG,Algodones,NM,87001,59,Male,No,No,No,21,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,61.65,No
4273-MBHYA,Stanley,NM,87056,30,Female,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,No
4724-WXVWF,Kirtland Afb,NM,87117,53,Male,No,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.4,No
5701-GUXDC,El Rito,NM,87530,44,Female,No,Yes,No,26,No,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,No
1460-UZPRJ,Aztec,NM,87410,59,Male,No,Yes,No,60,Yes,No,None,No,No,No,No,No,No,Two year,No,Mailed check,19.95,No
6082-GLJIX,La Mesa,NM,88044,22,Male,No,No,No,18,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.25,No
2495-TTHBQ,Tatum,NM,88267,23,Female,No,No,Yes,4,Yes,No,None,No,No,No,No,No,No,One year,Yes,Mailed check,20.4,No
0485-ZBSLN,El Prado,NM,87529,23,Male,No,Yes,Yes,65,Yes,Yes,None,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.75,No
3810-PJUHR,Espanola,NM,87532,25,Male,No,Yes,Yes,70,Yes,Yes,None,No,No,No,No,No,No,Two year,No,Mailed check,25.35,No
0847-HGRML,Willard,NM,87063,60,Male,No,No,Yes,62,Yes,No,None,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20,No
8232-CTLKO,Hernandez,NM,87537,62,Female,No,Yes,Yes,66,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,59.75,No
9227-YBAXE,Mescalero,NM,88340,25,Female,No,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.5,No
9860-LISIZ,Ocate,NM,87734,37,Female,No,No,No,34,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.35,No
0112-QAWRZ,Costilla,NM,87524,25,Male,No,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.8,No
2786-GCDPI,Gila,NM,88038,36,Female,Yes,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.95,No
4043-MKDTV,Mora,NM,87732,47,Male,No,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,No
9229-RQABD,Mayhill,NM,88339,42,Male,No,No,No,18,Yes,Yes,None,No,No,No,No,No,No,One year,No,Mailed check,23.75,No
8313-KTIHG,Guadalupita,NM,87722,57,Male,No,No,No,4,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.3,No
5320-BRKGK,Pinos Altos,NM,88053,33,Female,No,Yes,Yes,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,75.8,No
6284-KMNUF,Albuquerque,NM,87121,49,Female,No,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,98,No
6229-UOLQL,Albuquerque,NM,87122,32,Male,No,Yes,Yes,56,No,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,52,No
3137-LUPIX,Ojo Caliente,NM,87549,44,Female,No,No,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.4,No
6143-JQKEA,Cochiti Lake,NM,87083,32,Male,No,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.8,No
8676-OOQEJ,Arroyo Hondo,NM,87513,32,Male,No,No,No,4,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.5,No
9701-CDXHR,Bard,NM,88411,31,Female,No,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.15,No
8124-NZVGJ,Zuni,NM,87327,29,Female,No,No,No,6,No,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,49.25,No
2162-FRZAA,Regina,NM,87046,31,Male,No,Yes,Yes,63,No,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),39.35,No
5118-MUEYH,Eunice,NM,88231,45,Female,No,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,No
5627-TVBPP,Hobbs,NM,88242,38,Female,No,No,Yes,35,Yes,No,None,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.1,No
3936-QQFLL,Pie Town,NM,87827,57,Male,No,No,No,2,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.75,No
2589-AYCRP,Ruidoso Downs,NM,88346,36,Female,No,No,No,50,Yes,No,None,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.75,No
4067-HLYQI,Clovis,NM,88101,64,Female,No,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,No
5124-EOGYE,Silver City,NM,88061,58,Male,No,No,No,31,Yes,No,None,No,No,No,No,No,No,Two year,No,Mailed check,20.45,No
5057-RKGLH,Chaparral,NM,88081,32,Female,No,Yes,Yes,9,Yes,No,None,No,No,No,No,No,No,Two year,No,Mailed check,20.35,No
0292-WEGCH,Willard,NM,87063,25,Female,No,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.2,No
8910-ICHIU,Rogers,NM,88132,48,Female,No,No,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.65,No
4097-YODCF,Dixon,NM,87527,43,Male,No,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,103.8,No
9715-WZCLW,Fort Sumner,NM,88119,64,Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.2,No
9786-YWNHU,Rio Rancho,NM,87124,28,Female,No,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,63.55,No
6407-GSJNL,New Laguna,NM,87038,23,Female,No,No,No,51,Yes,Yes,None,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.95,No
4049-ZPALD,Laguna,NM,87026,46,Female,No,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99,No
3733-UOCWF,Hope,NM,88250,24,Male,Yes,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),85.55,No
6833-JMZYP,Causey,NM,88113,32,Female,No,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94,No
1310-QRITU,Bloomfield,NM,87413,31,Female,No,No,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.3,No
8961-QDZZJ,Embudo,NM,87531,42,Female,No,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,95,No
9715-SBVSU,Stanley,NM,87056,39,Male,No,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),61.4,No
8490-BXHEO,Folsom,NM,88419,48,Male,Yes,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,No
7173-TETGO,Santa Clara,NM,88026,40,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),78.5,No
7929-SKFGK,Silver Springs,NV,89429,23,Male,No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.3,No
2300-RQGOI,Reno,NV,89508,51,Female,No,No,No,38,Yes,No,None,No,No,No,No,No,No,Two year,No,Mailed check,20.05,No
3563-SVYLG,Las Vegas,NV,89147,36,Male,No,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),62.65,No
6435-VWCCY,Incline Village,NV,89451,38,Male,Yes,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),92.7,No
4998-IKFSE,Hiko,NV,89017,64,Female,No,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.45,No
8630-QSGXK,Wadsworth,NV,89442,61,Male,No,Yes,No,51,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.2,No
2455-USLMV,Henderson,NV,89074,52,Female,No,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.75,No
9488-FVZCC,Las Vegas,NV,89142,25,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),79.5,No
5995-WWKKG,Las Vegas,NV,89166,62,Female,No,No,No,37,Yes,No,None,No,No,No,No,No,No,One year,Yes,Electronic check,19.8,No
7879-CGSFV,Orovada,NV,89425,20,Male,No,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,100.9,No
9921-EZKBY,Sloan,NV,89054,49,Male,No,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.3,No
7432-FFVAR,Zephyr Cove,NV,89448,21,Female,No,Yes,Yes,46,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),90.95,No
7246-ZGQDF,Las Vegas,NV,89128,32,Female,No,No,Yes,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.5,No
4456-RHSNB,Las Vegas,NV,89161,54,Female,No,Yes,Yes,19,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.6,No
2481-SBOYW,Reno,NV,89519,19,Female,No,No,Yes,61,Yes,Yes,None,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25,No
7109-MFBYV,Jarbidge,NV,89826,47,Male,No,No,No,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.45,No
1833-TCXKK,Elko,NV,89801,28,Male,No,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.75,No
1832-PEUTS,Reno,NV,89523,40,Male,No,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),89.1,No
8660-BUETV,Las Vegas,NV,89148,44,Female,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,No
0580-PIQHM,Overton,NV,89040,52,Female,No,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),101.6,No
5696-CEIQJ,Las Vegas,NV,89169,35,Male,No,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.15,No
1696-HXOWK,Henderson,NV,89014,29,Female,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,95.65,No
3026-ATZYV,Smith,NV,89430,58,Female,No,Yes,Yes,37,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),75.1,No
4012-YCFAI,Glenbrook,NV,89413,25,Male,No,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.35,No
9970-QBCDA,Schurz,NV,89427,51,Female,No,No,No,6,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.7,No
9496-IVVRP,Las Vegas,NV,89145,38,Female,No,Yes,Yes,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51,No
2657-VPXTA,Fernley,NV,89408,55,Female,No,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.85,No
6551-VLJMV,Logandale,NV,89021,42,Male,No,Yes,No,34,Yes,No,None,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.05,No
1221-GHZEP,Manhattan,NV,89022,37,Female,No,No,No,62,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,65.1,No
9289-LBQVU,Cal Nev Ari,NV,89039,48,Male,No,Yes,No,64,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,70.15,No
3458-IDMFK,Mountain City,NV,89831,35,Male,No,No,No,25,Yes,No,None,No,No,No,No,No,No,Two year,Yes,Mailed check,20.75,No
6933-FHBZC,North Las Vegas,NV,89030,50,Female,No,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,56.05,No
0221-NAUXK,Nellis Afb,NV,89191,22,Male,No,No,Yes,10,Yes,No,None,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.95,No
9770-KXGQU,Golconda,NV,89414,19,Female,No,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,98.6,No
6538-POCHL,Lovelock,NV,89419,54,Male,No,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79,No
6726-NNFWD,Searchlight,NV,89046,37,Female,Yes,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),89.45,No
3002-WQZWT,North Las Vegas,NV,89030,24,Female,No,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,No
4277-UDIEF,Imlay,NV,89418,43,Male,No,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81,No
1208-NBVFH,Moapa,NV,89025,62,Male,No,Yes,Yes,20,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.6,No
4912-PIGUY,Gabbs,NV,89409,27,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.6,No
2725-TTRIQ,Carson City,NV,89705,27,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,No
3374-TTZTK,Winnemucca,NV,89446,56,Male,No,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,106.3,No
8990-ZXLSU,Las Vegas,NV,89101,47,Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.05,No
2275-RBYQS,Las Vegas,NV,89101,49,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,No
4419-UJMUS,Cal Nev Ari,NV,89039,42,Male,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,99.35,No
7794-JASDG,Las Vegas,NV,89131,32,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.75,No
7609-YBPXG,Caliente,NV,89008,60,Male,No,No,No,54,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.1,No
5519-TEEUH,Las Vegas,NV,89104,20,Male,No,No,Yes,33,Yes,No,None,No,No,No,No,No,No,One year,Yes,Mailed check,20.15,No
7856-GANIL,Whitesboro,NY,13492,38,Male,Yes,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),98.7,No
0804-XBFBV,New York,NY,10035,54,Female,No,No,Yes,11,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.2,No
2676-OXPPQ,Ozone Park,NY,11417,30,Male,No,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.7,No
3703-TTEPD,Buchanan,NY,10511,26,Male,No,No,No,21,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),65.35,No
2799-TSLAG,Canaseraga,NY,14822,62,Female,No,Yes,Yes,65,Yes,Yes,None,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),25.3,No
2208-NKVVH,Watkins Glen,NY,14891,33,Male,No,Yes,Yes,43,Yes,Yes,None,No,No,No,No,No,No,Two year,No,Mailed check,24.25,No
7139-JZFVG,Parish,NY,13131,28,Male,No,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),60.5,No
4987-GQWPO,Bullville,NY,10915,47,Male,No,No,No,17,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.1,No
1757-TCATG,Calcium,NY,13616,36,Male,No,Yes,Yes,35,Yes,No,None,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.05,No
4776-XSKYQ,Wyandanch,NY,11798,50,Female,No,Yes,Yes,12,No,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),30.25,No
8048-DSDFQ,Nichols,NY,13812,64,Male,No,No,No,1,Yes,No,None,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.2,No
5753-QQWPW,Valley Stream,NY,11580,52,Female,No,No,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,59.9,No
6010-DDPPW,North Brookfield,NY,13418,36,Male,No,Yes,No,70,Yes,Yes,None,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.15,No
6693-FRIRW,Kanona,NY,14856,28,Male,No,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.3,No
6586-MYGKD,New Rochelle,NY,10805,47,Male,No,Yes,No,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),76.95,No
